VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
1G1RC6S51H,257999913,CHEVROLET,VOLT,2017
1N4AZ0CPXD,157678629,NISSAN,LEAF,2013
YV4H60DL1N,198889050,VOLVO,XC60,2022
5YJ3E1EB6L,104299002,TESLA,MODEL 3,2020
1N4BZ0CP3H,227502208,NISSAN,LEAF,2017
2C4RC1N79H,117577260,CHRYSLER,PACIFICA,2017
JA4T5VA94P,229573046,MITSUBISHI,OUTLANDER,2023
WVWKP7AU9G,134915476,VOLKSWAGEN,E-GOLF,2016
5YJ3E1EC6L,240669691,TESLA,MODEL 3,2020
KNDCR3LF4S,278117584,KIA,NIRO,2025
4JGFB4GB6S,280016103,MERCEDES-BENZ,GLE-CLASS,2025
1G1RA6S52H,349813929,CHEVROLET,VOLT,2017
1N4AZ0CP8F,187644355,NISSAN,LEAF,2015
KMHC85LJ6L,122943068,HYUNDAI,IONIQ,2020
2C4RC1N76H,142655201,CHRYSLER,PACIFICA,2017
5YJ3E1EB8L,127199747,TESLA,MODEL 3,2020
5YJXCBE29L,228318744,TESLA,MODEL X,2020
5YJXCDE22K,107394563,TESLA,MODEL X,2019
5UX43EU08S,272228547,BMW,X5,2025
1G1FZ6S09K,475062934,CHEVROLET,BOLT EV,2019
KNDRMDJH3S,280327036,KIA,SORENTO,2025
1N4AZ0CP5D,203931199,NISSAN,LEAF,2013
5YJ3E1EB9J,473678376,TESLA,MODEL 3,2018
1N4BZ0CP1G,206309435,NISSAN,LEAF,2016
5YJ3E1EB6L,112240460,TESLA,MODEL 3,2020
1G1FX6S02H,349654357,CHEVROLET,BOLT EV,2017
JTMAB3FV3S,277077496,TOYOTA,RAV4 PRIME (PHEV),2025
1N4BZ0CP9G,233648887,NISSAN,LEAF,2016
1G1RB6E47D,104554369,CHEVROLET,VOLT,2013
5YJ3E1EA0K,269964145,TESLA,MODEL 3,2019
1G1RA6S59H,166533251,CHEVROLET,VOLT,2017
1G1FY6S04K,339494725,CHEVROLET,BOLT EV,2019
1G1RB6E46F,214738695,CHEVROLET,VOLT,2015
1G1RH6E45E,348733703,CHEVROLET,VOLT,2014
1N4AZ0CP1D,245857853,NISSAN,LEAF,2013
5YJ3E1EB3K,280024867,TESLA,MODEL 3,2019
2C4RC1L77P,236522282,CHRYSLER,PACIFICA,2023
JTMAB3FVXR,268276256,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FZ6S07K,249843023,CHEVROLET,BOLT EV,2019
5YJSA1E20H,335847403,TESLA,MODEL S,2017
5YJ3E1EBXJ,170429185,TESLA,MODEL 3,2018
5UX43EU03S,278208017,BMW,X5,2025
5YJ3E1EB3J,475016223,TESLA,MODEL 3,2018
1G1RC6S58J,270929900,CHEVROLET,VOLT,2018
2C4RC1S7XP,241482328,CHRYSLER,PACIFICA,2023
1N4BZ0CP3G,213482293,NISSAN,LEAF,2016
JTJCJMGA3S,278581915,LEXUS,RX,2025
1N4AZ0CP1F,258418366,NISSAN,LEAF,2015
1G1RB6E47F,101786737,CHEVROLET,VOLT,2015
2C4RC1L71J,180520448,CHRYSLER,PACIFICA,2018
5YJXCDE29J,147722137,TESLA,MODEL X,2018
5YJ3E1EA7L,111946796,TESLA,MODEL 3,2020
5YJ3E1EAXJ,268885375,TESLA,MODEL 3,2018
JN1AZ0CP5B,233248354,NISSAN,LEAF,2011
1N4AZ0CP1D,108912499,NISSAN,LEAF,2013
W1K6G6KB0S,278643802,MERCEDES-BENZ,S-CLASS,2025
5YJ3E1EB2K,220291872,TESLA,MODEL 3,2019
5YJ3E1EC6L,1981598,TESLA,MODEL 3,2020
JTMEB3FV8R,280699184,TOYOTA,RAV4 PRIME (PHEV),2024
5YJXCBE28G,116922186,TESLA,MODEL X,2016
5YJ3E1EA4J,184586314,TESLA,MODEL 3,2018
1N4AZ0CP6D,245128803,NISSAN,LEAF,2013
JTMAB3FV1N,211426974,TOYOTA,RAV4 PRIME (PHEV),2022
5UXTA6C05M,148665849,BMW,X5,2021
WVWPP7AU9G,220430290,VOLKSWAGEN,E-GOLF,2016
5YJ3E1EB5J,475155859,TESLA,MODEL 3,2018
1G1FX6S05H,280709656,CHEVROLET,BOLT EV,2017
2C4RC1N72L,114761664,CHRYSLER,PACIFICA,2020
WA1VAAGE3K,477233515,AUDI,E-TRON,2019
JTMFB3FV6R,280400424,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FY6S07L,152333023,CHEVROLET,BOLT EV,2020
2C4RC1S76R,262591661,CHRYSLER,PACIFICA,2024
JTDACACU7S,281127941,TOYOTA,PRIUS PRIME (PHEV),2025
JN1AZ0CP6B,109214864,NISSAN,LEAF,2011
5UXTA6C00N,213359702,BMW,X5,2022
5YJ3E1EA0J,221233764,TESLA,MODEL 3,2018
WVWPR7AU9K,120435444,VOLKSWAGEN,E-GOLF,2019
5YJSA1E26J,252943561,TESLA,MODEL S,2018
JTMFB3FV9M,182393781,TOYOTA,RAV4 PRIME (PHEV),2021
WBY8P2C54K,320326800,BMW,I3,2019
1N4AZ0CP6F,3019523,NISSAN,LEAF,2015
1N4BZ1CP2K,4920100,NISSAN,LEAF,2019
5YJ3E1EB2J,329205670,TESLA,MODEL 3,2018
SALK19F41S,280437825,LAND ROVER,RANGE ROVER,2025
5YJ3E1EBXL,127344423,TESLA,MODEL 3,2020
5YJ3E1EB9J,240620481,TESLA,MODEL 3,2018
1N4AZ1CP9J,291256661,NISSAN,LEAF,2018
1N4BZ0CP1G,111840431,NISSAN,LEAF,2016
5YJ3E1EB8J,278837086,TESLA,MODEL 3,2018
1N4BZ1CP7L,204846617,NISSAN,LEAF,2020
5YJ3E1EA3K,474196439,TESLA,MODEL 3,2019
2C4RC1L72P,252748863,CHRYSLER,PACIFICA,2023
YV4H60CF3R,266572603,VOLVO,XC90,2024
5YJ3E1EA1J,475420438,TESLA,MODEL 3,2018
5YJXCAE4XL,272469102,TESLA,MODEL X,2020
1G1FY6S01K,1850852,CHEVROLET,BOLT EV,2019
1G1RA6S58J,220594076,CHEVROLET,VOLT,2018
KNDRMDLH5N,183415739,KIA,SORENTO,2022
2C4RC1N74L,131541399,CHRYSLER,PACIFICA,2020
WVWKP7AU9F,349282482,VOLKSWAGEN,E-GOLF,2015
JHMZC5F38J,251212111,HONDA,CLARITY,2018
5YJ3E1EB7K,111588305,TESLA,MODEL 3,2019
JTDACACU7R,262140399,TOYOTA,PRIUS PRIME (PHEV),2024
5YJ3E1EA2J,136789747,TESLA,MODEL 3,2018
KNDRMDLH2R,262762237,KIA,SORENTO,2024
1G1RA6S54H,156910057,CHEVROLET,VOLT,2017
5YJXCDE24J,233857368,TESLA,MODEL X,2018
5YJXCAE40G,142938554,TESLA,MODEL X,2016
1N4BZ0CPXH,348670283,NISSAN,LEAF,2017
JTMAB3FV8M,166467017,TOYOTA,RAV4 PRIME (PHEV),2021
LVYH60AFXR,260453014,VOLVO,S90,2024
5YJ3E1EA4L,105023243,TESLA,MODEL 3,2020
5YJ3E1EB0K,179438983,TESLA,MODEL 3,2019
KNDJX3AE1G,251619196,KIA,SOUL,2016
2C4RC1S79R,269748979,CHRYSLER,PACIFICA,2024
WVWKR7AU3J,475065475,VOLKSWAGEN,E-GOLF,2018
JTMAB3FVXM,180272620,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EB2J,474955701,TESLA,MODEL 3,2018
JTMAB3FV5N,209246698,TOYOTA,RAV4 PRIME (PHEV),2022
JN1AZ0CP3B,106429767,NISSAN,LEAF,2011
WBY1Z4C52F,248374381,BMW,I3,2015
5YJYGDEE7L,124341430,TESLA,MODEL Y,2020
KNDCE3LG9K,104868319,KIA,NIRO,2019
JTDACACUXR,260093725,TOYOTA,PRIUS PRIME (PHEV),2024
5YJSA1E28J,262918078,TESLA,MODEL S,2018
1N4AZ1CP5J,348934169,NISSAN,LEAF,2018
5UXTA6C09P,234979230,BMW,X5,2023
YV4H60CN1P,218242909,VOLVO,XC90,2023
1N4AZ1CP2J,209116631,NISSAN,LEAF,2018
5YJXCBE48J,179721230,TESLA,MODEL X,2018
JTMEB3FV8S,281434695,TOYOTA,RAV4 PRIME (PHEV),2025
JTMCB3FV3M,182358361,TOYOTA,RAV4 PRIME (PHEV),2021
1FMCU0EZ1N,219493865,FORD,ESCAPE,2022
1G1FX6S05J,222385915,CHEVROLET,BOLT EV,2018
5UXTA6C0XM,141279757,BMW,X5,2021
1N4BZ0CP6H,116634619,NISSAN,LEAF,2017
JTDACACU4R,270431388,TOYOTA,PRIUS PRIME (PHEV),2024
5YJ3E1EA4L,4841322,TESLA,MODEL 3,2020
WBY8P2C59K,347617252,BMW,I3,2019
1G1RB6E46C,109765806,CHEVROLET,VOLT,2012
5YJ3E1EC8L,110374617,TESLA,MODEL 3,2020
5YJXCBE21L,109956675,TESLA,MODEL X,2020
1N4BZ1CP8K,171149646,NISSAN,LEAF,2019
1G1RE6E43D,226211009,CHEVROLET,VOLT,2013
WVWPR7AU7K,321002468,VOLKSWAGEN,E-GOLF,2019
1N4AZ1CP8J,476399500,NISSAN,LEAF,2018
5UXTA6C01N,205388172,BMW,X5,2022
JTMAB3FV5R,278042537,TOYOTA,RAV4 PRIME (PHEV),2024
W1NKM5GB1S,276923265,MERCEDES-BENZ,GLC-CLASS,2025
5YJ3E1EA8J,341556449,TESLA,MODEL 3,2018
1G1FY6S07K,259287857,CHEVROLET,BOLT EV,2019
1N4AZ0CP4D,183535250,NISSAN,LEAF,2013
1G1FW6S08J,174086286,CHEVROLET,BOLT EV,2018
KNDPYDAH1P,244098788,KIA,SPORTAGE,2023
5YJXCAE2XJ,2437319,TESLA,MODEL X,2018
1G1FY6S04L,101497868,CHEVROLET,BOLT EV,2020
JTMAB3FV8N,209762143,TOYOTA,RAV4 PRIME (PHEV),2022
5YJXCBE40L,143738997,TESLA,MODEL X,2020
1G1FX6S07H,349856944,CHEVROLET,BOLT EV,2017
5YJ3E1EA0J,474962127,TESLA,MODEL 3,2018
JHMZC5F36J,221812580,HONDA,CLARITY,2018
1N4BZ0CP1G,200639925,NISSAN,LEAF,2016
5YJ3E1EA3K,142648985,TESLA,MODEL 3,2019
1G1RB6S55H,208067107,CHEVROLET,VOLT,2017
5YJSA1E4XG,207961232,TESLA,MODEL S,2016
5YJYGDEE2L,128743114,TESLA,MODEL Y,2020
JHMZC5F39J,475867416,HONDA,CLARITY,2018
5YJXCBE22G,257854362,TESLA,MODEL X,2016
5YJSA1E23H,249832026,TESLA,MODEL S,2017
KNDPZDAH8P,236662975,KIA,SPORTAGE,2023
4JGFB4GB6R,262964432,MERCEDES-BENZ,GLE-CLASS,2024
5YJSA1H10E,250352483,TESLA,MODEL S,2014
5YJXCBE20H,349501057,TESLA,MODEL X,2017
YV1H60EP7R,255092547,VOLVO,V60,2024
2C4RC1N77J,350286744,CHRYSLER,PACIFICA,2018
5YJ3E1EB1J,122461398,TESLA,MODEL 3,2018
5YJ3E1EAXL,3294763,TESLA,MODEL 3,2020
JTMAB3FV5R,261171452,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FX6S00J,257811571,CHEVROLET,BOLT EV,2018
JTMFB3FV9N,199376355,TOYOTA,RAV4 PRIME (PHEV),2022
WBY8P4C04M,142914082,BMW,I3,2021
1G1FW6S03J,202119102,CHEVROLET,BOLT EV,2018
5YJ3E1EB0J,181103681,TESLA,MODEL 3,2018
WBY1Z8C30H,171673141,BMW,I3,2017
1N4AZ0CP8F,173807245,NISSAN,LEAF,2015
WA1VABGE2K,123781381,AUDI,E-TRON,2019
JHMZC5F39J,194503053,HONDA,CLARITY,2018
5YJ3E1EB4L,128852426,TESLA,MODEL 3,2020
KM8JFDD22S,280298959,HYUNDAI,TUCSON,2025
5UXTA6C01P,233084008,BMW,X5,2023
1N4AZ0CP8F,139462536,NISSAN,LEAF,2015
1FADP3R41D,184509573,FORD,FOCUS,2013
1G1FX6S00J,130470889,CHEVROLET,BOLT EV,2018
JN1AZ0CP1B,261491177,NISSAN,LEAF,2011
1N4AZ0CP6D,239691826,NISSAN,LEAF,2013
JTMEB3FV0R,265876264,TOYOTA,RAV4 PRIME (PHEV),2024
5YJYGDEF3L,108815521,TESLA,MODEL Y,2020
5YJXCAE24G,150152278,TESLA,MODEL X,2016
5YJ3E1EB3J,210098843,TESLA,MODEL 3,2018
5YJXCBE25L,258296636,TESLA,MODEL X,2020
5YJ3E1EB0L,127397651,TESLA,MODEL 3,2020
5YJ3E1EBXL,109992494,TESLA,MODEL 3,2020
5YJ3E1EB2K,274320035,TESLA,MODEL 3,2019
JTMEB3FV7S,280627910,TOYOTA,RAV4 PRIME (PHEV),2025
5YJYGDEEXL,109922739,TESLA,MODEL Y,2020
1G1FW6S03L,102286383,CHEVROLET,BOLT EV,2020
5YJSA1E26J,252434745,TESLA,MODEL S,2018
5YJSA1E21J,180570974,TESLA,MODEL S,2018
YV4H60DM3R,245313204,VOLVO,XC60,2024
KM8JBDA20P,237636514,HYUNDAI,TUCSON,2023
1FMCU0E17S,280551358,FORD,ESCAPE,2025
5YJXCBE2XH,255108857,TESLA,MODEL X,2017
KNDPYDAH6P,244236163,KIA,SPORTAGE,2023
KNDCC3LG5K,307695972,KIA,NIRO,2019
5UX43EU08S,276435316,BMW,X5,2025
5YJSA1E24J,111876271,TESLA,MODEL S,2018
WVWPR7AU9K,122470631,VOLKSWAGEN,E-GOLF,2019
5YJ3E1EB6K,478058780,TESLA,MODEL 3,2019
WBY1Z4C57F,176500488,BMW,I3,2015
5YJSA1H19E,161974718,TESLA,MODEL S,2014
WA1VABGE8K,104351740,AUDI,E-TRON,2019
1G1RD6E42D,155669524,CHEVROLET,VOLT,2013
WA1VABGE5K,116641675,AUDI,E-TRON,2019
1G1RC6S54H,208858933,CHEVROLET,VOLT,2017
1G1FW6S08H,280001781,CHEVROLET,BOLT EV,2017
5YJ3E1EB3K,258610005,TESLA,MODEL 3,2019
JTMAB3FV1M,229479428,TOYOTA,RAV4 PRIME (PHEV),2021
5YJYGDEE4L,128776994,TESLA,MODEL Y,2020
1N4AZ0CP3E,226063050,NISSAN,LEAF,2014
5YJSA1E25K,250982231,TESLA,MODEL S,2019
YV4H60RC3S,278364019,VOLVO,XC60,2025
WBY1Z4C59F,3124530,BMW,I3,2015
5UX43EU01S,276573244,BMW,X5,2025
YV4H60PG6S,281658688,VOLVO,XC90,2025
1G1FX6S01H,211898123,CHEVROLET,BOLT EV,2017
1G1RA6E41E,244202381,CHEVROLET,VOLT,2014
JTMCB3FV9R,270976016,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EBXL,133616451,TESLA,MODEL 3,2020
2C4RC1L79N,219184752,CHRYSLER,PACIFICA,2022
WVWPR7AU4K,9821962,VOLKSWAGEN,E-GOLF,2019
5UX43EU09S,278906932,BMW,X5,2025
5YJ3E1EA6K,237646650,TESLA,MODEL 3,2019
2C4RC1L75P,251063270,CHRYSLER,PACIFICA,2023
5YJSA1E25J,129426594,TESLA,MODEL S,2018
1N4AZ0CP8E,116257361,NISSAN,LEAF,2014
5YJYGDEE0L,124429483,TESLA,MODEL Y,2020
JA4T5UA97R,264770047,MITSUBISHI,OUTLANDER,2024
KM8JFDA20P,251190355,HYUNDAI,TUCSON,2023
3C3CFFGE4G,477599027,FIAT,500,2016
JTMEB3FV1R,272293038,TOYOTA,RAV4 PRIME (PHEV),2024
4JGFB4GB0S,280707892,MERCEDES-BENZ,GLE-CLASS,2025
5YJXCDE29J,249694084,TESLA,MODEL X,2018
JHMZC5F37L,148969985,HONDA,CLARITY,2020
WBY1Z6C3XH,153697176,BMW,I3,2017
5YJ3E1EB4K,220040908,TESLA,MODEL 3,2019
5YJSA1E27H,184711712,TESLA,MODEL S,2017
1N4BZ0CP4G,9797042,NISSAN,LEAF,2016
1N4AZ0CP3E,248951608,NISSAN,LEAF,2014
5YJ3E1EA6L,3495838,TESLA,MODEL 3,2020
2C4RC1L7XJ,251612763,CHRYSLER,PACIFICA,2018
1G1FW6S03H,154463865,CHEVROLET,BOLT EV,2017
2C4RC1N7XL,124389030,CHRYSLER,PACIFICA,2020
5YJ3E1EB0K,476913601,TESLA,MODEL 3,2019
1G1FY6S01K,271764706,CHEVROLET,BOLT EV,2019
1N4AZ0CP9G,326504573,NISSAN,LEAF,2016
2C4RC1S70M,167152303,CHRYSLER,PACIFICA,2021
1G1RD6S52K,262517622,CHEVROLET,VOLT,2019
W1NKM5GB7S,280530134,MERCEDES-BENZ,GLC-CLASS,2025
3C3CFFGE0E,143561540,FIAT,500,2014
5YJSA1E21L,124568426,TESLA,MODEL S,2020
1G1FW6S01L,254127849,CHEVROLET,BOLT EV,2020
1N4AZ1CP2K,8981066,NISSAN,LEAF,2019
WP1AC2XA1R,279006311,PORSCHE,MACAN,2024
1N4AZ1CP9L,135127464,NISSAN,LEAF,2020
3C3CFFGE3E,271075969,FIAT,500,2014
YV4H60DM7R,261158859,VOLVO,XC60,2024
1G1FZ6S03L,273962363,CHEVROLET,BOLT EV,2020
5YJSA1E26H,278264059,TESLA,MODEL S,2017
JTMFB3FV2M,261585894,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EA9K,264861201,TESLA,MODEL 3,2019
JHMZC5F16J,259860107,HONDA,CLARITY,2018
JTMFB3FV5P,252108076,TOYOTA,RAV4 PRIME (PHEV),2023
KNDRMDLH7P,259181002,KIA,SORENTO,2023
KNDPZDDH0S,279958633,KIA,SPORTAGE,2025
1N4AZ1CP8J,280906755,NISSAN,LEAF,2018
WBY8P4C58K,167102855,BMW,I3,2019
JTMAB3FV6S,280827361,TOYOTA,RAV4 PRIME (PHEV),2025
YV4H60DN2P,238759552,VOLVO,XC60,2023
KNDCE3LG4L,154468569,KIA,NIRO,2020
JN1AZ0CPXC,253333251,NISSAN,LEAF,2012
1G1FY6S01L,142456093,CHEVROLET,BOLT EV,2020
KNDCE3LG7K,195179862,KIA,NIRO,2019
JHMZC5F10J,236174480,HONDA,CLARITY,2018
JHMZC5F31J,267639886,HONDA,CLARITY,2018
1N4AZ1CP4K,476938815,NISSAN,LEAF,2019
JTMFB3FV9R,261132301,TOYOTA,RAV4 PRIME (PHEV),2024
WBY1Z8C31H,252946305,BMW,I3,2017
WVWPR7AU6J,6309978,VOLKSWAGEN,E-GOLF,2018
KM8S7DA27P,277972019,HYUNDAI,SANTA FE,2023
5YJSA1E1XG,323711524,TESLA,MODEL S,2016
WA1AAAGE8M,281993484,AUDI,E-TRON,2021
1N4AZ0CP7D,194708363,NISSAN,LEAF,2013
5YJSA1DP3C,211900867,TESLA,MODEL S,2012
5YJYGDEE0L,256186318,TESLA,MODEL Y,2020
KNDRMDLHXP,232927313,KIA,SORENTO,2023
5YJ3E1EB9L,275989836,TESLA,MODEL 3,2020
JTMEB3FV1M,176420352,TOYOTA,RAV4 PRIME (PHEV),2021
1N4AZ1CP4K,103381897,NISSAN,LEAF,2019
YV4H60RM9S,280442326,VOLVO,XC60,2025
1G1RB6S54H,186609783,CHEVROLET,VOLT,2017
KNDCE3LG7K,4937726,KIA,NIRO,2019
JTDACACU9R,276829003,TOYOTA,PRIUS PRIME (PHEV),2024
5YJYGDEE8L,112820046,TESLA,MODEL Y,2020
2C4RC1L73P,251877160,CHRYSLER,PACIFICA,2023
1N4AZ0CP1E,177031459,NISSAN,LEAF,2014
1G1FY6S09K,277704241,CHEVROLET,BOLT EV,2019
5YJ3E1EA0J,139409896,TESLA,MODEL 3,2018
5YJXCBE29L,2773116,TESLA,MODEL X,2020
WVWKR7AU3K,3646086,VOLKSWAGEN,E-GOLF,2019
YV4H60CF5R,261114115,VOLVO,XC90,2024
JHMZC5F33J,142571817,HONDA,CLARITY,2018
YV4H60RC1S,279860969,VOLVO,XC60,2025
1N4AZ1CPXJ,223513321,NISSAN,LEAF,2018
KNDRJDJH8S,277196608,KIA,SORENTO,2025
5YJXCDE44L,273447996,TESLA,MODEL X,2020
KL8CK6S03G,476637031,CHEVROLET,SPARK,2016
5YJ3E1EA0L,244100076,TESLA,MODEL 3,2020
KNDJP3AE0G,152517809,KIA,SOUL,2016
YV4H60LF3R,265356836,VOLVO,XC90,2024
JTMAB3FV6R,267842865,TOYOTA,RAV4 PRIME (PHEV),2024
5YJSA1E27H,129986538,TESLA,MODEL S,2017
ZASPATCW7R,260671995,ALFA ROMEO,TONALE,2024
3C3CFFGE7J,209611594,FIAT,500,2018
5YJ3E1EA1J,124885358,TESLA,MODEL 3,2018
1G1RA6S54H,111771628,CHEVROLET,VOLT,2017
2C4RC1L71P,253372668,CHRYSLER,PACIFICA,2023
YV4H60CFXR,269712460,VOLVO,XC90,2024
5YJ3E1EA7J,267476170,TESLA,MODEL 3,2018
1N4AZ1CP0K,474180129,NISSAN,LEAF,2019
3C3CFFGE0H,142426581,FIAT,500,2017
KL8CL6S00F,230942211,CHEVROLET,SPARK,2015
KNDJP3AE5G,220280350,KIA,SOUL,2016
1G1FX6S09J,3937195,CHEVROLET,BOLT EV,2018
1N4AZ0CP6G,177374739,NISSAN,LEAF,2016
1N4AZ0CP9D,176755148,NISSAN,LEAF,2013
5YJ3E1EA5J,349108763,TESLA,MODEL 3,2018
5YJXCBE23J,213498442,TESLA,MODEL X,2018
YV4H60RC4S,279012338,VOLVO,XC60,2025
YV4H60RC8S,278775108,VOLVO,XC60,2025
KNDCE3LG3L,125992443,KIA,NIRO,2020
1N4BZ0CP5H,1294051,NISSAN,LEAF,2017
5YJXCDE25G,348759974,TESLA,MODEL X,2016
1G1RB6E4XD,1852189,CHEVROLET,VOLT,2013
5YJSA1E23J,299565864,TESLA,MODEL S,2018
2C4RC1L78P,254674276,CHRYSLER,PACIFICA,2023
WA1VABGE9K,8122957,AUDI,E-TRON,2019
5YJ3E1EA2K,478093780,TESLA,MODEL 3,2019
1G1FY6S03L,124700495,CHEVROLET,BOLT EV,2020
WVWPP7AUXF,476131659,VOLKSWAGEN,E-GOLF,2015
YV4H60RM8S,277883574,VOLVO,XC60,2025
WBY1Z6C3XH,195634071,BMW,I3,2017
1N4AZ1CPXJ,309406415,NISSAN,LEAF,2018
SADHD2S17K,107666205,JAGUAR,I-PACE,2019
1G1RB6E41E,226326824,CHEVROLET,VOLT,2014
1N4AZ1CP3J,218882212,NISSAN,LEAF,2018
2C4RC1N73P,252725126,CHRYSLER,PACIFICA,2023
1N4BZ1DP7L,244636773,NISSAN,LEAF,2020
2C4RC1S72M,150439509,CHRYSLER,PACIFICA,2021
1N4BZ0CPXH,128532848,NISSAN,LEAF,2017
1N4AZ0CP8D,349505943,NISSAN,LEAF,2013
5YJ3E1EB4K,195634337,TESLA,MODEL 3,2019
YV4H60CZXN,199308791,VOLVO,XC90,2022
5YJXCDE26J,266659158,TESLA,MODEL X,2018
5YJ3E1EB4J,474045120,TESLA,MODEL 3,2018
3C3CFFGE8F,337606699,FIAT,500,2015
5YJXCAE41H,163636574,TESLA,MODEL X,2017
JA4T5UA96P,227509831,MITSUBISHI,OUTLANDER,2023
1G1FX6S08J,475492839,CHEVROLET,BOLT EV,2018
5YJ3E1EB2J,161356513,TESLA,MODEL 3,2018
KNDPZDDHXS,279978709,KIA,SPORTAGE,2025
5YJSA1H25F,133974466,TESLA,MODEL S,2015
1N4BZ0CP2G,252958786,NISSAN,LEAF,2016
5YJ3E1EA8K,176376098,TESLA,MODEL 3,2019
5YJ3E1EA1J,348322138,TESLA,MODEL 3,2018
5YJ3E1EB8J,256031996,TESLA,MODEL 3,2018
5YJYGDEF2L,112081308,TESLA,MODEL Y,2020
5YJ3E1EB9L,103309209,TESLA,MODEL 3,2020
YV4H60CE1R,263001434,VOLVO,XC90,2024
KNDCC3LG3K,477748316,KIA,NIRO,2019
1N4AZ0CP0D,236846872,NISSAN,LEAF,2013
1G1FZ6S00K,240053222,CHEVROLET,BOLT EV,2019
5YJ3E1EA1K,181200169,TESLA,MODEL 3,2019
1N4BZ1CP2K,220780591,NISSAN,LEAF,2019
2C4RC1R73M,150954814,CHRYSLER,PACIFICA,2021
1N4AZ0CP9F,176620132,NISSAN,LEAF,2015
5YJ3E1EC0L,2202966,TESLA,MODEL 3,2020
1N4BZ1CP7L,132971373,NISSAN,LEAF,2020
JTJCJMGAXR,277871478,LEXUS,RX,2024
WP0AC2Y14M,161207973,PORSCHE,TAYCAN,2021
WBY1Z2C52F,278744798,BMW,I3,2015
YV4H60CL3N,205712818,VOLVO,XC90,2022
2C4RC1N75J,475011575,CHRYSLER,PACIFICA,2018
1N4AZ0CP0D,159025709,NISSAN,LEAF,2013
5YJ3E1EA7K,2250979,TESLA,MODEL 3,2019
JTDACACU1R,273848326,TOYOTA,PRIUS PRIME (PHEV),2024
1N4AZ0CP9D,121703781,NISSAN,LEAF,2013
5UX43EU06S,279045273,BMW,X5,2025
WMEEJ9AA1E,348973390,SMART,FORTWO ELECTRIC DRIVE,2014
5YJSA1E44L,2217344,TESLA,MODEL S,2020
JTJCJMGA6S,277657334,LEXUS,RX,2025
KNDPZDDH6S,276505890,KIA,SPORTAGE,2025
5YJ3E1EB7L,110008846,TESLA,MODEL 3,2020
5YJ3E1EB3J,327867466,TESLA,MODEL 3,2018
5YJSA1AG7D,268524889,TESLA,MODEL S,2013
WVWKP7AU9G,475215527,VOLKSWAGEN,E-GOLF,2016
2C4RC1S71P,251068072,CHRYSLER,PACIFICA,2023
WBY1Z8C32H,350162718,BMW,I3,2017
LPSED3KA4M,267863907,POLESTAR,PS2,2021
5YJ3E1EB5L,8129509,TESLA,MODEL 3,2020
WA1VAAGE3K,256228066,AUDI,E-TRON,2019
KNDJX3AE3H,235288504,KIA,SOUL,2017
1G1RA6S52H,264602817,CHEVROLET,VOLT,2017
2C4RC1S76R,272100797,CHRYSLER,PACIFICA,2024
1N4AZ0CP0E,127602618,NISSAN,LEAF,2014
JN1AZ0CPXC,261126666,NISSAN,LEAF,2012
1N4AZ1CP7J,171498337,NISSAN,LEAF,2018
1N4AZ0CP2D,276652869,NISSAN,LEAF,2013
JTMAB3FV0N,211399359,TOYOTA,RAV4 PRIME (PHEV),2022
YV4H60DL4R,252228266,VOLVO,XC60,2024
5YJSA1H22E,192831502,TESLA,MODEL S,2014
5UXTA6C06P,228129058,BMW,X5,2023
5YJXCBE2XG,186548463,TESLA,MODEL X,2016
KNDCS3LF2P,225979806,KIA,NIRO,2023
YV4H60JB6S,279362891,VOLVO,XC90,2025
WDDVP9AB0G,101592116,MERCEDES-BENZ,B-CLASS,2016
3C3CFFGE1F,139093832,FIAT,500,2015
JTMAB3FV4N,227496083,TOYOTA,RAV4 PRIME (PHEV),2022
JTJHKCFZ9R,256287314,LEXUS,NX,2024
1G1FY6S03K,8050633,CHEVROLET,BOLT EV,2019
5YJXCDE21J,223442145,TESLA,MODEL X,2018
ZACPDFCW2R,260151727,DODGE,HORNET,2024
5YJSA1E20H,317379702,TESLA,MODEL S,2017
3C3CFFGE3H,219579545,FIAT,500,2017
5YJYGDEE3L,107668025,TESLA,MODEL Y,2020
5YJ3E1EA0K,476311972,TESLA,MODEL 3,2019
KM8K53AGXL,240537825,HYUNDAI,KONA,2020
YV4H60CN2P,240403649,VOLVO,XC90,2023
5YJ3E1EC6L,113155745,TESLA,MODEL 3,2020
YV4H60CE1R,276289898,VOLVO,XC90,2024
WVWPR7AUXH,199209223,VOLKSWAGEN,E-GOLF,2017
5UXTA6C07P,257681322,BMW,X5,2023
5YJXCBE24G,183573617,TESLA,MODEL X,2016
1FADP3R40E,140760077,FORD,FOCUS,2014
5UX43EU08S,272584077,BMW,X5,2025
5YJYGDEEXL,128620894,TESLA,MODEL Y,2020
2C4RC1S74P,253516294,CHRYSLER,PACIFICA,2023
5YJXCBE25G,349784508,TESLA,MODEL X,2016
1N4AZ0CP1E,478817188,NISSAN,LEAF,2014
