VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
1N4AZ0CP0F,190589563,NISSAN,LEAF,2015
1G1RA6S53H,7996180,CHEVROLET,VOLT,2017
5YJXCAE23J,476685611,TESLA,MODEL X,2018
1G1FZ6S07K,183366942,CHEVROLET,BOLT EV,2019
1G1RA6S57H,138398739,CHEVROLET,VOLT,2017
5UX43EU07S,272112102,BMW,X5,2025
2C4RC1N72P,260676223,CHRYSLER,PACIFICA,2023
5YJ3E1EB8L,110261273,TESLA,MODEL 3,2020
1FADP3R45E,251250653,FORD,FOCUS,2014
5YJ3E1EA4K,350244387,TESLA,MODEL 3,2019
5UXTA6C06N,208599618,BMW,X5,2022
1G1RB6E49C,6232803,CHEVROLET,VOLT,2012
KNDPYDAHXP,252397750,KIA,SPORTAGE,2023
JTMAB3FV4M,186941646,TOYOTA,RAV4 PRIME (PHEV),2021
JTMAB3FVXP,244337747,TOYOTA,RAV4 PRIME (PHEV),2023
KM8JFDD23R,264429231,HYUNDAI,TUCSON,2024
JTMFB3FV1R,272182830,TOYOTA,RAV4 PRIME (PHEV),2024
5UXTA6C0XN,185836871,BMW,X5,2022
1G1FZ6S07L,260214524,CHEVROLET,BOLT EV,2020
JN1AZ0CP0B,109921255,NISSAN,LEAF,2011
5YJ3E1EB3K,262656362,TESLA,MODEL 3,2019
YV4H60PF5S,275731676,VOLVO,XC90,2025
5YJ3E1EA4L,125826739,TESLA,MODEL 3,2020
5YJSA1CG9D,270170736,TESLA,MODEL S,2013
WA1VABGE2K,9005510,AUDI,E-TRON,2019
5YJXCAE46G,476016901,TESLA,MODEL X,2016
1N4AZ1CP2L,136937489,NISSAN,LEAF,2020
1N4AZ0CP1D,110069956,NISSAN,LEAF,2013
1N4BZ0CP4H,162905564,NISSAN,LEAF,2017
5YJ3E1EB5J,259212327,TESLA,MODEL 3,2018
JTMFB3FV5N,272024175,TOYOTA,RAV4 PRIME (PHEV),2022
5UXTA6C02P,218981171,BMW,X5,2023
5YJ3E1EB8J,227193466,TESLA,MODEL 3,2018
WVWKR7AU0K,198498065,VOLKSWAGEN,E-GOLF,2019
5YJ3E1EA8J,252585840,TESLA,MODEL 3,2018
5YJYGDEE9L,235625085,TESLA,MODEL Y,2020
1G1FY6S02K,253325138,CHEVROLET,BOLT EV,2019
WMEEJ9AA7D,109224006,SMART,FORTWO ELECTRIC DRIVE,2013
JTMEB3FV4N,219181035,TOYOTA,RAV4 PRIME (PHEV),2022
KM8JBDD23R,273559506,HYUNDAI,TUCSON,2024
JHMZC5F39J,349693361,HONDA,CLARITY,2018
KNDRJDJH7S,281546716,KIA,SORENTO,2025
5YJXCBE49K,238001207,TESLA,MODEL X,2019
5YJ3E1EBXL,114660073,TESLA,MODEL 3,2020
SAL119F40S,276732669,LAND ROVER,RANGE ROVER SPORT,2025
YV4H600N4P,228590015,VOLVO,XC90,2023
5YJYGDEE2L,128645562,TESLA,MODEL Y,2020
5YJ3E1EB0J,272268468,TESLA,MODEL 3,2018
SADHD2S12K,256251866,JAGUAR,I-PACE,2019
KNDPZDAHXP,244540005,KIA,SPORTAGE,2023
KNDCE3LG1K,100574071,KIA,NIRO,2019
WP0AC2YA3S,274513284,PORSCHE,PANAMERA,2025
YV4H60DM5R,260543888,VOLVO,XC60,2024
1N4AZ1CP0J,235326136,NISSAN,LEAF,2018
1N4BZ1DP8L,259145267,NISSAN,LEAF,2020
5YJYGDEE3L,278158198,TESLA,MODEL Y,2020
5YJ3E1EA4J,301667761,TESLA,MODEL 3,2018
1N4AZ1CP2J,317772661,NISSAN,LEAF,2018
5YJ3E1EB4J,475289349,TESLA,MODEL 3,2018
5YJ3E1EA8J,111769703,TESLA,MODEL 3,2018
4JGFB4GB6S,279895717,MERCEDES-BENZ,GLE-CLASS,2025
5YJ3E1EA5J,228694714,TESLA,MODEL 3,2018
5YJXCAE27L,2166531,TESLA,MODEL X,2020
1N4BZ1DP8L,141650288,NISSAN,LEAF,2020
JTMEB3FV2R,274979918,TOYOTA,RAV4 PRIME (PHEV),2024
3C3CFFGE2J,273813718,FIAT,500,2018
2C4RC1N7XL,128462337,CHRYSLER,PACIFICA,2020
1G1FW6S0XH,272261272,CHEVROLET,BOLT EV,2017
5YJ3E1EA3J,282760719,TESLA,MODEL 3,2018
5YJXCDE42L,124710603,TESLA,MODEL X,2020
5YJ3E1EAXJ,269956361,TESLA,MODEL 3,2018
1N4BZ1CP6K,307702468,NISSAN,LEAF,2019
5YJSA1E18G,190026049,TESLA,MODEL S,2016
3C3CFFGE1F,224910353,FIAT,500,2015
LPSED3KA3M,279989867,POLESTAR,PS2,2021
JTDACACUXR,275194734,TOYOTA,PRIUS PRIME (PHEV),2024
5UXTA6C0XN,195358530,BMW,X5,2022
1N4AZ0CP7F,150018228,NISSAN,LEAF,2015
1N4AZ0CP4E,107990249,NISSAN,LEAF,2014
5YJXCDE23L,249793638,TESLA,MODEL X,2020
1G1RB6S58J,116583666,CHEVROLET,VOLT,2018
5YJSA1H2XF,132765202,TESLA,MODEL S,2015
JTMAB3FV8S,278370718,TOYOTA,RAV4 PRIME (PHEV),2025
JTMEB3FV0R,260688599,TOYOTA,RAV4 PRIME (PHEV),2024
5YJXCBE20J,247372814,TESLA,MODEL X,2018
5YJXCBE2XG,135162142,TESLA,MODEL X,2016
1N4AZ1CP5K,475770263,NISSAN,LEAF,2019
KNDCE3LG1K,476201071,KIA,NIRO,2019
WBY1Z6C54H,197580211,BMW,I3,2017
1N4BZ0CP0G,349856888,NISSAN,LEAF,2016
5UXTA6C09N,210054127,BMW,X5,2022
1N4AZ1CP7J,278725366,NISSAN,LEAF,2018
SALKP9F44S,272562720,LAND ROVER,RANGE ROVER,2025
1G1FY6S05L,144355130,CHEVROLET,BOLT EV,2020
5YJ3E1EB8K,156242754,TESLA,MODEL 3,2019
JTDACACU2S,281799472,TOYOTA,PRIUS PRIME (PHEV),2025
1G1FX6S04H,175642190,CHEVROLET,BOLT EV,2017
JHMZC5F3XL,147002418,HONDA,CLARITY,2020
5YJ3E1EBXK,289174287,TESLA,MODEL 3,2019
5YJ3E1EA0J,151804439,TESLA,MODEL 3,2018
JTMAB3FV9M,186490181,TOYOTA,RAV4 PRIME (PHEV),2021
WMWXP3C07M,122250453,MINI,HARDTOP,2021
JTMFB3FV6N,230903620,TOYOTA,RAV4 PRIME (PHEV),2022
5YJ3E1EA5J,288142361,TESLA,MODEL 3,2018
JTMAB3FV2P,253325600,TOYOTA,RAV4 PRIME (PHEV),2023
JN1AZ0CP4B,132037972,NISSAN,LEAF,2011
5YJ3E1EB8J,197201133,TESLA,MODEL 3,2018
YV4H60DM4N,200505021,VOLVO,XC60,2022
5YJSA1H26F,254365135,TESLA,MODEL S,2015
5YJ3E1EBXJ,475140053,TESLA,MODEL 3,2018
5YJ3E1EB5J,166433998,TESLA,MODEL 3,2018
ZACPDFDW8R,273514048,DODGE,HORNET,2024
1G1FZ6S01L,275577977,CHEVROLET,BOLT EV,2020
3C3CFFGE1D,178714749,FIAT,500,2013
5YJ3E1EB9L,274847275,TESLA,MODEL 3,2020
5YJ3E1EA0L,3612843,TESLA,MODEL 3,2020
KM8K53AG5L,140314380,HYUNDAI,KONA,2020
1G1FX6S03J,254374641,CHEVROLET,BOLT EV,2018
5UXTA6C03N,180740710,BMW,X5,2022
2C4RC1L77P,252669595,CHRYSLER,PACIFICA,2023
2C4RC1N75L,8929763,CHRYSLER,PACIFICA,2020
JA4T5UA90S,278469103,MITSUBISHI,OUTLANDER,2025
YV4H60CW1P,274113675,VOLVO,XC90,2023
5YJSA1E2XH,172735454,TESLA,MODEL S,2017
JTDACACU9R,271915591,TOYOTA,PRIUS PRIME (PHEV),2024
5YJSA1E20J,475806271,TESLA,MODEL S,2018
1N4AZ1CPXJ,253207041,NISSAN,LEAF,2018
1G1FZ6S01K,236572871,CHEVROLET,BOLT EV,2019
1N4AZ0CP4F,349002307,NISSAN,LEAF,2015
5YJ3E1EB3J,475994060,TESLA,MODEL 3,2018
5YJ3E1EB7K,292178043,TESLA,MODEL 3,2019
5YJXCAE27J,220598808,TESLA,MODEL X,2018
5YJXCDE21H,132833739,TESLA,MODEL X,2017
5YJ3E1EB6J,208530864,TESLA,MODEL 3,2018
1N4BZ1CP8K,103106300,NISSAN,LEAF,2019
5YJXCBE22L,125978863,TESLA,MODEL X,2020
KNDRJDLH8N,190415396,KIA,SORENTO,2022
5YJ3E1EA4L,128849878,TESLA,MODEL 3,2020
5YJSA1E29G,235877904,TESLA,MODEL S,2016
2C4RC1S76P,245722879,CHRYSLER,PACIFICA,2023
JTDACACU2R,262828863,TOYOTA,PRIUS PRIME (PHEV),2024
5YJSA1DP1D,274219172,TESLA,MODEL S,2013
5YJ3E1EBXL,9103174,TESLA,MODEL 3,2020
1N4AZ0CP4D,199957586,NISSAN,LEAF,2013
1N4BZ0CP3G,134583627,NISSAN,LEAF,2016
5YJ3E1EA6L,141793480,TESLA,MODEL 3,2020
JHMZC5F13K,144229970,HONDA,CLARITY,2019
YV4H60JF1S,273692093,VOLVO,XC90,2025
JTMEB3FV1P,276796845,TOYOTA,RAV4 PRIME (PHEV),2023
5YJSA1DP4D,141172055,TESLA,MODEL S,2013
5UX43EU08R,257813930,BMW,X5,2024
2C4RC1S78P,265522386,CHRYSLER,PACIFICA,2023
1G1FY6S06L,8413464,CHEVROLET,BOLT EV,2020
5YJYGDEF9L,113562536,TESLA,MODEL Y,2020
JN1AZ0CP0B,210859638,NISSAN,LEAF,2011
1N4AZ1CP1L,255421575,NISSAN,LEAF,2020
1N4AZ0CP6E,201587389,NISSAN,LEAF,2014
2C4RC1N76M,152727235,CHRYSLER,PACIFICA,2021
KNDPYDAH7P,256096004,KIA,SPORTAGE,2023
1G1RB6E49D,254276144,CHEVROLET,VOLT,2013
2C4RC1L7XJ,476060392,CHRYSLER,PACIFICA,2018
WBY1Z4C58E,234906549,BMW,I3,2014
5YJ3E1EB2K,478429570,TESLA,MODEL 3,2019
WVWKR7AU7K,249549968,VOLKSWAGEN,E-GOLF,2019
1N4AZ1CP4J,475834327,NISSAN,LEAF,2018
1G1RB6E49F,181018652,CHEVROLET,VOLT,2015
5YJSA1E17G,206466445,TESLA,MODEL S,2016
5YJXCAE21J,235064322,TESLA,MODEL X,2018
WBY1Z8C56H,475434081,BMW,I3,2017
5UXTA6C04N,205576192,BMW,X5,2022
1G1FZ6S06K,315270175,CHEVROLET,BOLT EV,2019
5YJSA1CN3D,147748583,TESLA,MODEL S,2013
1G1FX6S0XJ,144877981,CHEVROLET,BOLT EV,2018
5YJ3E1EA7J,147206244,TESLA,MODEL 3,2018
5YJ3E1EB9K,477344234,TESLA,MODEL 3,2019
KL8CL6S07F,476288613,CHEVROLET,SPARK,2015
5YJ3E1EA1K,225801243,TESLA,MODEL 3,2019
5UXTA6C07M,118183089,BMW,X5,2021
5YJ3E1EB7L,4926974,TESLA,MODEL 3,2020
5YJ3E1EA2L,2254542,TESLA,MODEL 3,2020
5YJ3E1EA1J,475185000,TESLA,MODEL 3,2018
KNDPYDDH8S,281225605,KIA,SPORTAGE,2025
5YJ3E1EA4K,301427017,TESLA,MODEL 3,2019
JTMEB3FV0N,232872685,TOYOTA,RAV4 PRIME (PHEV),2022
5YJ3E1EA2J,263139887,TESLA,MODEL 3,2018
5YJ3E1EA6J,329630857,TESLA,MODEL 3,2018
1N4AZ1CP5J,106306147,NISSAN,LEAF,2018
JTDACACU1S,280360258,TOYOTA,PRIUS PRIME (PHEV),2025
5YJ3E1EB0J,475043838,TESLA,MODEL 3,2018
1G1RF6E47D,252016607,CHEVROLET,VOLT,2013
5YJ3E1EA7L,110639896,TESLA,MODEL 3,2020
1N4BZ0CP5G,228991150,NISSAN,LEAF,2016
1N4AZ1CP5J,262370993,NISSAN,LEAF,2018
YV4H60DX6P,228513134,VOLVO,XC60,2023
5YJ3E1EA3L,3118972,TESLA,MODEL 3,2020
5YJYGDEE9L,126141375,TESLA,MODEL Y,2020
5YJ3E1EB7J,181162817,TESLA,MODEL 3,2018
5YJSA1E21H,168440226,TESLA,MODEL S,2017
1N4BZ1CPXK,105050879,NISSAN,LEAF,2019
1N4BZ0CP9G,478160210,NISSAN,LEAF,2016
5YJYGDEE7L,112385388,TESLA,MODEL Y,2020
1N4AZ0CP8G,103282105,NISSAN,LEAF,2016
WBY1Z8C34H,8435514,BMW,I3,2017
JTMFB3FV5M,144264970,TOYOTA,RAV4 PRIME (PHEV),2021
1G1FY6S0XL,253392688,CHEVROLET,BOLT EV,2020
ZACPDFDW6R,280383946,DODGE,HORNET,2024
1G1FZ6S09K,257876699,CHEVROLET,BOLT EV,2019
1N4AZ1CP8K,271852997,NISSAN,LEAF,2019
5UX43EU07R,251723993,BMW,X5,2024
JTMFB3FV6M,277469349,TOYOTA,RAV4 PRIME (PHEV),2021
JTMFB3FVXM,187097396,TOYOTA,RAV4 PRIME (PHEV),2021
5YJSA1E24J,475636423,TESLA,MODEL S,2018
JTMCB3FV5P,240560610,TOYOTA,RAV4 PRIME (PHEV),2023
1N4AZ1CP5J,269371455,NISSAN,LEAF,2018
5YJSA1E17G,252345369,TESLA,MODEL S,2016
5YJSA1E23H,111403764,TESLA,MODEL S,2017
WBY1Z4C52F,260024824,BMW,I3,2015
3C3CFFGE1G,101847259,FIAT,500,2016
YV4H60DM2R,264860725,VOLVO,XC60,2024
KM8JFDD21S,281553268,HYUNDAI,TUCSON,2025
1N4AZ0CP8F,171837970,NISSAN,LEAF,2015
JTMFB3FV8S,278185729,TOYOTA,RAV4 PRIME (PHEV),2025
5UX43EU09S,281481812,BMW,X5,2025
1G1RA6S55J,332492296,CHEVROLET,VOLT,2018
1N4AZ0CP1G,194062340,NISSAN,LEAF,2016
1G1FY6S03L,265097241,CHEVROLET,BOLT EV,2020
5YJSA1H13E,279804542,TESLA,MODEL S,2014
JTMEB3FV6R,260024817,TOYOTA,RAV4 PRIME (PHEV),2024
5YJSA1H29E,262643209,TESLA,MODEL S,2014
1G1RB6S56J,131733829,CHEVROLET,VOLT,2018
5YJ3E1EB6J,217550931,TESLA,MODEL 3,2018
5YJ3E1EB8K,236486456,TESLA,MODEL 3,2019
JHMZC5F15J,175354014,HONDA,CLARITY,2018
5YJ3E1EA8J,244636241,TESLA,MODEL 3,2018
1N4AZ0CP2F,146977197,NISSAN,LEAF,2015
5YJSA1E27G,263596798,TESLA,MODEL S,2016
5YJ3E1EB4K,251628527,TESLA,MODEL 3,2019
5YJ3E1EB4J,249419656,TESLA,MODEL 3,2018
WVWKP7AU4G,269871822,VOLKSWAGEN,E-GOLF,2016
5YJ3E1EB0L,106059621,TESLA,MODEL 3,2020
1N4BZ1CP5K,182268047,NISSAN,LEAF,2019
KNDCE3LG7L,144456070,KIA,NIRO,2020
1G1RB6E41F,107188525,CHEVROLET,VOLT,2015
5YJ3E1EA3J,273816238,TESLA,MODEL 3,2018
1N4BZ1CP4K,9074656,NISSAN,LEAF,2019
2C4RC1H77J,475698198,CHRYSLER,PACIFICA,2018
1G1FZ6S05L,282097140,CHEVROLET,BOLT EV,2020
1N4AZ0CP8E,198611290,NISSAN,LEAF,2014
